customer_id,total_revenue,total_transactions,total_quantity,avg_transaction_value,customer_segment,frequency_group
x29z0s9e,14.73,1,3,14.73,High Value,One-time (1)
lyhhe9ag,14.73,1,3,14.73,High Value,One-time (1)
5tppkthk,14.73,1,3,14.73,High Value,One-time (1)
glppeafh,14.72,1,4,14.72,High Value,One-time (1)
i61cr197,14.72,1,3,14.72,High Value,One-time (1)
sn6a7ylh,14.72,1,4,14.72,High Value,One-time (1)
0a84zgf1,14.72,1,4,14.72,High Value,One-time (1)
ay2rsfy8,14.72,1,4,14.72,High Value,One-time (1)
45qype31,14.72,1,4,14.72,High Value,One-time (1)
j946khqs,14.7,1,1,14.7,High Value,One-time (1)
dzhm54sn,14.7,1,2,14.7,High Value,One-time (1)
bdxgrlid,14.7,1,1,14.7,High Value,One-time (1)
yv49qdo3,14.7,1,5,14.7,High Value,One-time (1)
5ajuzlni,14.7,1,1,14.7,High Value,One-time (1)
y7ulekve,14.7,1,2,14.7,High Value,One-time (1)
ogtw3a0r,14.7,1,3,14.7,High Value,One-time (1)
6v2m9eed,14.7,1,3,14.7,High Value,One-time (1)
2iu8douk,14.7,1,3,14.7,High Value,One-time (1)
hps0860p,14.7,1,1,14.7,High Value,One-time (1)
lukm2l0i,14.7,1,5,14.7,High Value,One-time (1)
iebc8afd,14.7,1,1,14.7,High Value,One-time (1)
8w242bdo,14.7,1,1,14.7,High Value,One-time (1)
btwpnz3w,14.7,1,2,14.7,High Value,One-time (1)
2dwrj974,14.7,1,2,14.7,High Value,One-time (1)
gwqr4vlx,14.68,1,4,14.68,High Value,One-time (1)
qz6l52y7,14.67,1,3,14.67,High Value,One-time (1)
exty0159,14.67,1,3,14.67,High Value,One-time (1)
vad51s97,14.67,1,3,14.67,High Value,One-time (1)
ah143vkv,14.67,1,3,14.67,High Value,One-time (1)
ky7rlvhx,14.67,1,3,14.67,High Value,One-time (1)
kmsa61o1,14.67,1,3,14.67,High Value,One-time (1)
c1d2i38b,14.67,1,3,14.67,High Value,One-time (1)
220lu373,14.67,1,3,14.67,High Value,One-time (1)
mckr1qhf,14.67,1,3,14.67,High Value,One-time (1)
sdocmo6w,14.67,1,3,14.67,High Value,One-time (1)
p7ex1293,14.67,1,3,14.67,High Value,One-time (1)
1mwatgis,14.67,1,3,14.67,High Value,One-time (1)
r4im5h10,14.67,1,3,14.67,High Value,One-time (1)
hmgoloqc,14.66,2,4,7.33,High Value,Occasional (2-3)
bmae38sr,14.66,2,4,7.33,High Value,Occasional (2-3)
vcpn1chs,14.65,1,5,14.65,High Value,One-time (1)
3xxk8xx6,14.65,1,5,14.65,High Value,One-time (1)
04jp8de8,14.65,1,5,14.65,High Value,One-time (1)
xfshwzsj,14.64,2,6,7.32,High Value,Occasional (2-3)
yg7sxd4s,14.6,1,5,14.6,High Value,One-time (1)
mcsh75uu,14.6,1,4,14.6,High Value,One-time (1)
ar0ko31n,14.58,1,3,14.58,High Value,One-time (1)
3prapm69,14.58,1,3,14.58,High Value,One-time (1)
u3jimojo,14.58,1,3,14.58,High Value,One-time (1)
6g19f0ds,14.58,1,3,14.58,High Value,One-time (1)
d4732gem,14.58,1,3,14.58,High Value,One-time (1)
e67g9cdr,14.58,1,3,14.58,High Value,One-time (1)
6eecrtvi,14.58,1,3,14.58,High Value,One-time (1)
ddz1xazf,14.58,1,1,14.58,High Value,One-time (1)
n25wm72q,14.58,1,3,14.58,High Value,One-time (1)
o7v1iz4j,14.57,2,3,7.285,High Value,Occasional (2-3)
gouh7oda,14.55,1,3,14.55,High Value,One-time (1)
jpxlvlb8,14.55,1,1,14.55,High Value,One-time (1)
nyhfggbj,14.55,1,1,14.55,High Value,One-time (1)
utv2vuuu,14.55,1,3,14.55,High Value,One-time (1)
icjkttdk,14.55,1,5,14.55,High Value,One-time (1)
orww1zqa,14.55,1,1,14.55,High Value,One-time (1)
kxru850o,14.55,1,1,14.55,High Value,One-time (1)
1lclqeml,14.55,1,3,14.55,High Value,One-time (1)
k2yuw1so,14.55,1,3,14.55,High Value,One-time (1)
v1mzb3i4,14.54,2,2,7.27,High Value,Occasional (2-3)
idfwa88d,14.51,3,5,4.836666666666667,High Value,Occasional (2-3)
tc37djpj,14.5,1,2,14.5,High Value,One-time (1)
gz108kqr,14.5,1,2,14.5,High Value,One-time (1)
5r13ckml,14.48,1,4,14.48,High Value,One-time (1)
p6suzvzy,14.46,1,3,14.46,High Value,One-time (1)
c6y5akgu,14.46,1,3,14.46,High Value,One-time (1)
jcat9mx2,14.440000000000001,2,5,7.220000000000001,High Value,Occasional (2-3)
oy4gnowv,14.44,1,4,14.44,High Value,One-time (1)
8obv8ire,14.44,1,4,14.44,High Value,One-time (1)
njdbjx3x,14.44,1,4,14.44,High Value,One-time (1)
jkq08jkz,14.44,1,3,14.44,High Value,One-time (1)
d4st32ag,14.44,1,4,14.44,High Value,One-time (1)
3yi0l0q1,14.43,1,3,14.43,High Value,One-time (1)
sxkjkmpl,14.43,2,3,7.215,High Value,Occasional (2-3)
muyi3loe,14.43,1,3,14.43,High Value,One-time (1)
d5ta1wnd,14.4,1,4,14.4,High Value,One-time (1)
swyfzdqy,14.4,1,3,14.4,High Value,One-time (1)
q356j0je,14.4,1,3,14.4,High Value,One-time (1)
wrjvrsm4,14.4,1,4,14.4,High Value,One-time (1)
l1ulja6i,14.4,1,4,14.4,High Value,One-time (1)
5tq9cbmn,14.4,1,3,14.4,High Value,One-time (1)
sypqr0vb,14.4,1,3,14.4,High Value,One-time (1)
dvvneb2e,14.4,1,4,14.4,High Value,One-time (1)
6d65p2ln,14.4,1,3,14.4,High Value,One-time (1)
7x0aey90,14.39,1,3,14.39,High Value,One-time (1)
u92t24d7,14.39,3,5,4.796666666666667,High Value,Occasional (2-3)
wshmlfzk,14.389999999999999,2,3,7.194999999999999,High Value,Occasional (2-3)
alui3yxp,14.37,1,3,14.37,High Value,One-time (1)
y0bhf0ri,14.350000000000001,3,4,4.783333333333334,High Value,Occasional (2-3)
ibib8i2i,14.34,1,6,14.34,High Value,One-time (1)
5z65nkdf,14.34,1,3,14.34,High Value,One-time (1)
qzd93tpo,14.34,1,3,14.34,High Value,One-time (1)
99jp9d2v,14.34,1,3,14.34,High Value,One-time (1)
4dzo3frc,14.34,1,3,14.34,High Value,One-time (1)
xxngafdo,14.34,1,3,14.34,High Value,One-time (1)
79kvls9m,14.34,2,4,7.17,High Value,Occasional (2-3)
4lur02ty,14.34,1,3,14.34,High Value,One-time (1)
2kqm69nx,14.33,1,2,14.33,High Value,One-time (1)
vhfepdlp,14.3,1,2,14.3,High Value,One-time (1)
9w1p5sar,14.3,1,2,14.3,High Value,One-time (1)
an0s7j1u,14.3,1,2,14.3,High Value,One-time (1)
wwiif86l,14.28,1,4,14.28,High Value,One-time (1)
z421p12r,14.28,1,6,14.28,High Value,One-time (1)
xgv7o2ou,14.28,1,6,14.28,High Value,One-time (1)
y5am47kt,14.28,1,4,14.28,High Value,One-time (1)
jcy127h6,14.27,3,4,4.756666666666667,High Value,Occasional (2-3)
tl7hwzms,14.26,1,1,14.26,High Value,One-time (1)
eqk4zs0m,14.26,1,1,14.26,High Value,One-time (1)
kolhcfjb,14.26,1,1,14.26,High Value,One-time (1)
p4db71kq,14.26,1,1,14.26,High Value,One-time (1)
xke5w5fw,14.26,1,1,14.26,High Value,One-time (1)
1xw8gzc6,14.26,1,1,14.26,High Value,One-time (1)
fmer30tx,14.25,1,3,14.25,High Value,One-time (1)
9snj1v8p,14.25,1,1,14.25,High Value,One-time (1)
xmrw4r6j,14.25,1,3,14.25,High Value,One-time (1)
a5i7gopb,14.25,1,1,14.25,High Value,One-time (1)
kbdoj2s1,14.25,1,1,14.25,High Value,One-time (1)
d0grvsnu,14.25,1,1,14.25,High Value,One-time (1)
j56494tp,14.25,1,1,14.25,High Value,One-time (1)
70s1f537,14.25,1,5,14.25,High Value,One-time (1)
zoztj8nz,14.25,1,1,14.25,High Value,One-time (1)
apgcd34t,14.25,1,3,14.25,High Value,One-time (1)
tuld4d7a,14.25,1,1,14.25,High Value,One-time (1)
y3s1zekt,14.25,1,1,14.25,High Value,One-time (1)
xbdbjvan,14.25,1,1,14.25,High Value,One-time (1)
pauqk1fw,14.25,1,1,14.25,High Value,One-time (1)
m9r2mc0f,14.25,1,3,14.25,High Value,One-time (1)
dpdyh5ds,14.25,1,1,14.25,High Value,One-time (1)
69gkpbnh,14.25,1,1,14.25,High Value,One-time (1)
h245kp48,14.25,1,1,14.25,High Value,One-time (1)
nasr6rgf,14.25,1,5,14.25,High Value,One-time (1)
d2pdijqp,14.25,1,3,14.25,High Value,One-time (1)
uk6fyhh5,14.25,1,1,14.25,High Value,One-time (1)
arca4ure,14.25,1,1,14.25,High Value,One-time (1)
qb09uw8p,14.25,1,1,14.25,High Value,One-time (1)
2pojc21h,14.25,1,1,14.25,High Value,One-time (1)
o5ero0qw,14.24,1,2,14.24,High Value,One-time (1)
u51g5715,14.22,1,3,14.22,High Value,One-time (1)
f3bf2vmc,14.22,1,3,14.22,High Value,One-time (1)
2mfaz6xv,14.22,1,4,14.22,High Value,One-time (1)
nq5x707s,14.22,1,3,14.22,High Value,One-time (1)
c99jxp4j,14.22,1,3,14.22,High Value,One-time (1)
d0h7vsw5,14.2,1,5,14.2,High Value,One-time (1)
9717ntut,14.2,1,5,14.2,High Value,One-time (1)
2fbkl9ky,14.2,1,5,14.2,High Value,One-time (1)
wcnkfhb7,14.19,2,3,7.095,High Value,Occasional (2-3)
08poicu5,14.17,1,4,14.17,High Value,One-time (1)
c746ngrp,14.15,1,5,14.15,High Value,One-time (1)
oy4e0dni,14.15,1,5,14.15,High Value,One-time (1)
a3qsg17e,14.14,1,1,14.14,High Value,One-time (1)
tze1z4kc,14.13,1,3,14.13,High Value,One-time (1)
qtoctyd5,14.13,1,3,14.13,High Value,One-time (1)
cshy2sd3,14.13,1,3,14.13,High Value,One-time (1)
gwieyhm4,14.13,1,3,14.13,High Value,One-time (1)
eg9kjgjt,14.13,1,3,14.13,High Value,One-time (1)
3n87mymr,14.12,1,4,14.12,High Value,One-time (1)
rj9i9les,14.12,1,3,14.12,High Value,One-time (1)
rx0gwhao,14.12,1,4,14.12,High Value,One-time (1)
6ava7124,14.12,1,4,14.12,High Value,One-time (1)
vph5p0h9,14.12,1,4,14.12,High Value,One-time (1)
yh36motc,14.11,2,4,7.055,High Value,Occasional (2-3)
u0fqnj8c,14.1,1,3,14.1,High Value,One-time (1)
hj0ftqy7,14.1,1,1,14.1,High Value,One-time (1)
k02igqkl,14.1,1,3,14.1,High Value,One-time (1)
bqd2ey7a,14.1,1,1,14.1,High Value,One-time (1)
nam148p0,14.1,1,1,14.1,High Value,One-time (1)
t5x4w3qn,14.1,1,1,14.1,High Value,One-time (1)
pzwzkt8v,14.1,1,3,14.1,High Value,One-time (1)
dcsjo5u8,14.1,1,3,14.1,High Value,One-time (1)
q7cymbmp,14.1,1,6,14.1,High Value,One-time (1)
qntcfhp3,14.1,1,3,14.1,High Value,One-time (1)
xlga3o50,14.1,1,3,14.1,High Value,One-time (1)
jmwqzdhy,14.1,1,1,14.1,High Value,One-time (1)
hp4asq1i,14.1,1,6,14.1,High Value,One-time (1)
ul7wj3a6,14.1,1,1,14.1,High Value,One-time (1)
uvr4z54k,14.1,1,1,14.1,High Value,One-time (1)
iwyszzi9,14.1,1,1,14.1,High Value,One-time (1)
yskq1p59,14.1,1,1,14.1,High Value,One-time (1)
whkaqlp9,14.1,1,1,14.1,High Value,One-time (1)
0yhl72b7,14.1,1,3,14.1,High Value,One-time (1)
04rtm317,14.1,1,6,14.1,High Value,One-time (1)
56lwjgvs,14.1,1,1,14.1,High Value,One-time (1)
nxx1djeg,14.1,1,1,14.1,High Value,One-time (1)
g93esrff,14.09,1,3,14.09,High Value,One-time (1)
6zhk8f0n,14.08,1,2,14.08,High Value,One-time (1)
pklj670l,14.08,2,5,7.04,High Value,Occasional (2-3)
qxpgdqo6,14.08,1,2,14.08,High Value,One-time (1)
pfb3hn14,14.079999999999998,2,3,7.039999999999999,High Value,Occasional (2-3)
ohe7ky87,14.06,2,3,7.03,High Value,Occasional (2-3)
93aczsx0,14.059999999999999,2,4,7.029999999999999,High Value,Occasional (2-3)
tu5ergq7,14.05,1,5,14.05,High Value,One-time (1)
j2d5wsr9,14.04,1,2,14.04,High Value,One-time (1)
alzkd0de,14.04,1,2,14.04,High Value,One-time (1)
r6f1lar0,14.04,1,2,14.04,High Value,One-time (1)
qxe3p68b,14.04,1,2,14.04,High Value,One-time (1)
ag0dnb5l,14.04,1,2,14.04,High Value,One-time (1)
qm092bim,14.04,1,2,14.04,High Value,One-time (1)
enm4m40c,14.04,1,2,14.04,High Value,One-time (1)
jnixu9u3,14.04,1,2,14.04,High Value,One-time (1)
hyvf59xx,14.04,1,2,14.04,High Value,One-time (1)
otiokybt,14.02,1,4,14.02,High Value,One-time (1)
u23nltip,14.02,1,4,14.02,High Value,One-time (1)
2nbg0da5,14.01,1,3,14.01,High Value,One-time (1)
tmtz2t6u,14.01,1,3,14.01,High Value,One-time (1)
0y3j2y2v,14.01,1,3,14.01,High Value,One-time (1)
ychdkaep,14.01,1,3,14.01,High Value,One-time (1)
wjtiqwnr,14.01,1,3,14.01,High Value,One-time (1)
70ig3ch1,14.01,1,3,14.01,High Value,One-time (1)
k3jxkeyp,14.01,1,3,14.01,High Value,One-time (1)
kepzhakc,14.0,1,4,14.0,High Value,One-time (1)
jlkv7kix,13.99,1,3,13.99,High Value,One-time (1)
c58cu47s,13.99,2,4,6.995,High Value,Occasional (2-3)
uke12h6g,13.98,1,3,13.98,High Value,One-time (1)
30cv89l6,13.98,1,3,13.98,High Value,One-time (1)
7scnq84j,13.98,1,3,13.98,High Value,One-time (1)
y6pdl8wb,13.98,1,3,13.98,High Value,One-time (1)
35jn2z8s,13.96,1,3,13.96,High Value,One-time (1)
5dsrbgic,13.96,1,1,13.96,High Value,One-time (1)
54dufgp3,13.96,1,4,13.96,High Value,One-time (1)
1anwpyt3,13.96,1,3,13.96,High Value,One-time (1)
aknscczo,13.96,1,5,13.96,High Value,One-time (1)
z9ii3kvo,13.96,1,4,13.96,High Value,One-time (1)
z05z7nju,13.96,1,3,13.96,High Value,One-time (1)
8ru9r75y,13.96,1,4,13.96,High Value,One-time (1)
y7g0tcpz,13.96,1,3,13.96,High Value,One-time (1)
wb2serev,13.95,2,4,6.975,High Value,Occasional (2-3)
cqy8nhf9,13.92,1,3,13.92,High Value,One-time (1)
o6l1f90s,13.92,1,3,13.92,High Value,One-time (1)
pwgxbeun,13.92,1,3,13.92,High Value,One-time (1)
emyz0h3v,13.9,1,5,13.9,High Value,One-time (1)
e1q5ms7u,13.899999999999999,3,5,4.633333333333333,High Value,Occasional (2-3)
5tao1cjf,13.89,2,3,6.945,High Value,Occasional (2-3)
c1h4j80r,13.88,1,2,13.88,High Value,One-time (1)
ht1j0wj6,13.88,1,2,13.88,High Value,One-time (1)
q6w96mve,13.88,1,2,13.88,High Value,One-time (1)
k0a6h32k,13.88,1,2,13.88,High Value,One-time (1)
qesux9l0,13.88,2,4,6.94,High Value,Occasional (2-3)
sc41iasw,13.88,1,2,13.88,High Value,One-time (1)
orl76xxh,13.86,1,4,13.86,High Value,One-time (1)
jt2zwepr,13.86,1,2,13.86,High Value,One-time (1)
uezym50o,13.86,1,2,13.86,High Value,One-time (1)
f4s2ni8t,13.86,4,4,3.465,High Value,Frequent (4-7)
at9c4ovl,13.86,1,2,13.86,High Value,One-time (1)
7owkgt9x,13.86,1,3,13.86,High Value,One-time (1)
ud0agfbf,13.86,1,3,13.86,High Value,One-time (1)
6bi3nlq9,13.84,1,4,13.84,High Value,One-time (1)
gy6qcaq1,13.83,1,3,13.83,High Value,One-time (1)
nd9yy0vs,13.83,1,3,13.83,High Value,One-time (1)
7fxx44xc,13.83,1,3,13.83,High Value,One-time (1)
yl5ons6l,13.83,1,3,13.83,High Value,One-time (1)
c51o0bn4,13.83,1,3,13.83,High Value,One-time (1)
rb9qvxq6,13.83,1,3,13.83,High Value,One-time (1)
1vp76c2s,13.83,1,3,13.83,High Value,One-time (1)
lqn92kf3,13.83,1,3,13.83,High Value,One-time (1)
rge9ks98,13.82,1,1,13.82,High Value,One-time (1)
wpjmdecd,13.82,1,1,13.82,High Value,One-time (1)
1dnkoq3b,13.82,1,1,13.82,High Value,One-time (1)
l90vnrop,13.8,1,1,13.8,High Value,One-time (1)
lbnzms0j,13.8,1,2,13.8,High Value,One-time (1)
vhnzmz2t,13.8,1,1,13.8,High Value,One-time (1)
4nmu0mh7,13.8,1,1,13.8,High Value,One-time (1)
rx8j3gcp,13.8,1,4,13.8,High Value,One-time (1)
wl3q92lb,13.8,1,3,13.8,High Value,One-time (1)
tll20bzs,13.8,1,1,13.8,High Value,One-time (1)
163kq3uh,13.8,1,2,13.8,High Value,One-time (1)
s313qtdp,13.8,1,1,13.8,High Value,One-time (1)
woje6wz0,13.8,1,2,13.8,High Value,One-time (1)
wubq47wb,13.8,1,4,13.8,High Value,One-time (1)
vu0vw2h3,13.8,1,1,13.8,High Value,One-time (1)
jrxaz645,13.8,1,6,13.8,High Value,One-time (1)
qa2ytlg0,13.8,1,1,13.8,High Value,One-time (1)
mpa7dzvh,13.8,1,3,13.8,High Value,One-time (1)
z6tpnjao,13.8,1,1,13.8,High Value,One-time (1)
yotm6q29,13.8,1,4,13.8,High Value,One-time (1)
usdzahqd,13.8,1,3,13.8,High Value,One-time (1)
ckca0oeh,13.8,1,1,13.8,High Value,One-time (1)
5xr82wvr,13.8,1,4,13.8,High Value,One-time (1)
zyanh6h2,13.8,1,6,13.8,High Value,One-time (1)
mx7itr7z,13.8,1,6,13.8,High Value,One-time (1)
msj9isbb,13.8,1,1,13.8,High Value,One-time (1)
11qh44gi,13.8,1,1,13.8,High Value,One-time (1)
438rdr3c,13.8,1,2,13.8,High Value,One-time (1)
2dd8djac,13.8,1,1,13.8,High Value,One-time (1)
7eh7xb5w,13.8,1,1,13.8,High Value,One-time (1)
v5ga70vg,13.8,1,1,13.8,High Value,One-time (1)
r567fcp4,13.8,1,4,13.8,High Value,One-time (1)
t7em57ay,13.8,1,1,13.8,High Value,One-time (1)
btons8cr,13.8,1,2,13.8,High Value,One-time (1)
e05hdjbg,13.8,1,1,13.8,High Value,One-time (1)
llz1tdc0,13.8,1,4,13.8,High Value,One-time (1)
4ajwd9p1,13.8,1,1,13.8,High Value,One-time (1)
nmnr06dj,13.8,1,5,13.8,High Value,One-time (1)
ph9g276b,13.8,1,3,13.8,High Value,One-time (1)
vy4v3h3h,13.8,1,1,13.8,High Value,One-time (1)
vctvl1pg,13.8,1,4,13.8,High Value,One-time (1)
3ep5q49i,13.8,1,1,13.8,High Value,One-time (1)
r7bnx0g9,13.8,1,3,13.8,High Value,One-time (1)
y8umnw6l,13.8,1,1,13.8,High Value,One-time (1)
03x9nf2b,13.76,1,2,13.76,High Value,One-time (1)
utkoe252,13.76,1,2,13.76,High Value,One-time (1)
uzlbpkhx,13.76,1,2,13.76,High Value,One-time (1)
c8lbzd2l,13.76,1,2,13.76,High Value,One-time (1)
adeek6rw,13.76,1,4,13.76,High Value,One-time (1)
38kqmdgx,13.76,1,2,13.76,High Value,One-time (1)
ygqw6119,13.76,1,2,13.76,High Value,One-time (1)
kpavunpz,13.76,1,4,13.76,High Value,One-time (1)
hn5u3tmg,13.75,1,5,13.75,High Value,One-time (1)
x6a5h3kk,13.75,1,5,13.75,High Value,One-time (1)
hh4yhn3g,13.75,1,5,13.75,High Value,One-time (1)
vrctlt4q,13.75,4,6,3.4375,High Value,Frequent (4-7)
aud9k9tr,13.73,2,2,6.865,High Value,Occasional (2-3)
53egdd8m,13.729999999999999,2,3,6.864999999999999,High Value,Occasional (2-3)
gxb3dieb,13.72,1,4,13.72,High Value,One-time (1)
xyphwhm5,13.719999999999999,2,2,6.859999999999999,High Value,Occasional (2-3)
y8n1utox,13.71,2,4,6.855,High Value,Occasional (2-3)
rupflfcy,13.690000000000001,2,3,6.845000000000001,High Value,Occasional (2-3)
fbuwchob,13.68,1,1,13.68,High Value,One-time (1)
u8kebxuk,13.68,1,1,13.68,High Value,One-time (1)
mq3huary,13.68,1,4,13.68,High Value,One-time (1)
9unn4g4q,13.68,1,3,13.68,High Value,One-time (1)
bnd1qg7x,13.68,1,3,13.68,High Value,One-time (1)
c1m3o55i,13.68,2,6,6.84,High Value,Occasional (2-3)
b42b94mq,13.68,1,4,13.68,High Value,One-time (1)
4p76zlee,13.66,1,3,13.66,High Value,One-time (1)
1gwgml36,13.66,1,3,13.66,High Value,One-time (1)
q1v4i82l,13.66,1,3,13.66,High Value,One-time (1)
rz16ocei,13.66,1,3,13.66,High Value,One-time (1)
7ln23y30,13.64,1,4,13.64,High Value,One-time (1)
2c7ypua2,13.62,1,2,13.62,High Value,One-time (1)
spgn52rl,13.62,1,2,13.62,High Value,One-time (1)
3g1oesy2,13.62,1,2,13.62,High Value,One-time (1)
5uo8vqgx,13.62,1,3,13.62,High Value,One-time (1)
rk5qrl7j,13.61,1,4,13.61,High Value,One-time (1)
q7tqins3,13.6,1,4,13.6,High Value,One-time (1)
fxi1iyd2,13.6,1,2,13.6,High Value,One-time (1)
3ccemujx,13.6,1,4,13.6,High Value,One-time (1)
zoip0ahf,13.6,1,2,13.6,High Value,One-time (1)
b1woh1sm,13.6,1,2,13.6,High Value,One-time (1)
ngpk6wvn,13.6,1,2,13.6,High Value,One-time (1)
t5h7m17e,13.6,1,4,13.6,High Value,One-time (1)
mioopjh5,13.6,1,5,13.6,High Value,One-time (1)
5fum6055,13.6,1,2,13.6,High Value,One-time (1)
v6cwkmdf,13.6,1,2,13.6,High Value,One-time (1)
6ad1ymsa,13.6,1,2,13.6,High Value,One-time (1)
caryjqtr,13.6,1,2,13.6,High Value,One-time (1)
ymyrsvzn,13.58,2,4,6.79,High Value,Occasional (2-3)
6ka0hmwz,13.57,1,4,13.57,High Value,One-time (1)
fjqelbnx,13.57,1,4,13.57,High Value,One-time (1)
xyef9sh1,13.57,1,4,13.57,High Value,One-time (1)
0fsfr5qq,13.56,1,4,13.56,High Value,One-time (1)
daqq1bq5,13.55,1,1,13.55,High Value,One-time (1)
67j2dg1w,13.540000000000001,3,4,4.513333333333334,High Value,Occasional (2-3)
rmhrcnbh,13.530000000000001,2,4,6.765000000000001,High Value,Occasional (2-3)
b675xdom,13.53,1,3,13.53,High Value,One-time (1)
z6evudj8,13.53,1,3,13.53,High Value,One-time (1)
ng8cze5o,13.53,1,3,13.53,High Value,One-time (1)
n0n8pcw6,13.53,1,3,13.53,High Value,One-time (1)
duryzrht,13.53,1,3,13.53,High Value,One-time (1)
hl65f2ww,13.53,1,3,13.53,High Value,One-time (1)
xfreh5ew,13.53,1,3,13.53,High Value,One-time (1)
5rh8lx6d,13.53,1,3,13.53,High Value,One-time (1)
22lsis51,13.53,1,3,13.53,High Value,One-time (1)
kwmtkeiv,13.53,1,3,13.53,High Value,One-time (1)
fz64fby6,13.53,1,3,13.53,High Value,One-time (1)
lnnlf8cz,13.53,1,3,13.53,High Value,One-time (1)
y1nuvlmn,13.53,1,3,13.53,High Value,One-time (1)
c4q0ds2v,13.53,1,3,13.53,High Value,One-time (1)
lau7atl6,13.53,1,3,13.53,High Value,One-time (1)
9mqqz3ef,13.53,1,2,13.53,High Value,One-time (1)
vfwwhdyr,13.52,1,4,13.52,High Value,One-time (1)
esl7dox2,13.52,1,4,13.52,High Value,One-time (1)
clfb51gg,13.52,1,4,13.52,High Value,One-time (1)
a9lwfttx,13.5,1,3,13.5,High Value,One-time (1)
l68ntk63,13.5,1,3,13.5,High Value,One-time (1)
7f27wkyr,13.5,1,1,13.5,High Value,One-time (1)
gfalqkxw,13.5,1,3,13.5,High Value,One-time (1)
nsxjkpfb,13.5,1,3,13.5,High Value,One-time (1)
rmr56kh3,13.5,1,5,13.5,High Value,One-time (1)
fdpqfvyx,13.5,1,3,13.5,High Value,One-time (1)
o6bgpt8l,13.5,1,3,13.5,High Value,One-time (1)
l37ov65x,13.49,1,4,13.49,High Value,One-time (1)
jzrgh4bl,13.49,1,3,13.49,High Value,One-time (1)
wgfsih1u,13.48,1,2,13.48,High Value,One-time (1)
tey8uknr,13.48,1,2,13.48,High Value,One-time (1)
3rng3gzy,13.48,1,2,13.48,High Value,One-time (1)
qmolkifa,13.44,1,2,13.44,High Value,One-time (1)
zs55rbat,13.44,1,3,13.44,High Value,One-time (1)
j4bwcht8,13.44,1,2,13.44,High Value,One-time (1)
tsra6kh9,13.44,1,2,13.44,High Value,One-time (1)
lkvt5vym,13.44,1,2,13.44,High Value,One-time (1)
7jd24ah9,13.42,1,3,13.42,High Value,One-time (1)
js1i0ou9,13.41,1,3,13.41,High Value,One-time (1)
wwp82qzt,13.41,2,4,6.705,High Value,Occasional (2-3)
51zoge6v,13.4,1,5,13.4,High Value,One-time (1)
3lcovzbv,13.4,1,4,13.4,High Value,One-time (1)
9mwesr90,13.4,1,4,13.4,High Value,One-time (1)
6usgheeb,13.4,1,5,13.4,High Value,One-time (1)
zkmw4mj8,13.39,1,1,13.39,High Value,One-time (1)
i9y9l9pw,13.39,1,1,13.39,High Value,One-time (1)
72l43bs7,13.38,1,3,13.38,High Value,One-time (1)
d56ungf0,13.38,1,3,13.38,High Value,One-time (1)
7sys0mfs,13.38,1,3,13.38,High Value,One-time (1)
9qz3q045,13.38,1,3,13.38,High Value,One-time (1)
n9501ilv,13.38,1,3,13.38,High Value,One-time (1)
1xgql16x,13.38,1,3,13.38,High Value,One-time (1)
26yiycax,13.38,1,3,13.38,High Value,One-time (1)
74x2ek3z,13.38,1,3,13.38,High Value,One-time (1)
ylccm3q4,13.38,1,3,13.38,High Value,One-time (1)
emz3oz8a,13.38,1,3,13.38,High Value,One-time (1)
fnf6gygg,13.37,1,3,13.37,High Value,One-time (1)
sf0gnzoq,13.37,1,5,13.37,High Value,One-time (1)
1mv9ex1y,13.35,1,5,13.35,High Value,One-time (1)
tempxkc5,13.35,1,5,13.35,High Value,One-time (1)
uqkk5qob,13.35,1,5,13.35,High Value,One-time (1)
audksdmc,13.32,1,4,13.32,High Value,One-time (1)
soyg9zqy,13.3,2,4,6.65,High Value,Occasional (2-3)
8kjlnxex,13.28,1,4,13.28,High Value,One-time (1)
o7bo45jn,13.28,1,4,13.28,High Value,One-time (1)
h3yc922e,13.28,1,4,13.28,High Value,One-time (1)
ixbv6njk,13.28,1,6,13.28,High Value,One-time (1)
d0rieish,13.28,1,4,13.28,High Value,One-time (1)
c1kem01w,13.28,1,4,13.28,High Value,One-time (1)
b470soqi,13.28,1,4,13.28,High Value,One-time (1)
13i4e4yb,13.28,1,4,13.28,High Value,One-time (1)
djwy5ojs,13.28,1,4,13.28,High Value,One-time (1)
97ii6zgm,13.28,1,4,13.28,High Value,One-time (1)
b1998r4i,13.28,1,4,13.28,High Value,One-time (1)
0y0ue05d,13.26,1,3,13.26,High Value,One-time (1)
fmqma1sx,13.26,1,3,13.26,High Value,One-time (1)
mj00udii,13.26,1,3,13.26,High Value,One-time (1)
d8xc05u8,13.26,1,3,13.26,High Value,One-time (1)
he8kg6q2,13.26,1,3,13.26,High Value,One-time (1)
li8zsfh4,13.26,1,3,13.26,High Value,One-time (1)
uqaaj84r,13.26,3,3,4.42,High Value,Occasional (2-3)
jmkjlndi,13.26,1,3,13.26,High Value,One-time (1)
qyev7lfi,13.26,1,3,13.26,High Value,One-time (1)
3p782mnb,13.26,1,3,13.26,High Value,One-time (1)
lz5qop0h,13.24,1,4,13.24,High Value,One-time (1)
l26g5bwn,13.24,1,4,13.24,High Value,One-time (1)
zltqo5hj,13.24,1,4,13.24,High Value,One-time (1)
